GSM807842	GSM807843	GSM807844	GSM807845	GSM807846	GSM807847	GSM807848	GSM807849	GSM807850	GSM807851	GSM807852	GSM807853	GSM807854	GSM807855	GSM807856	GSM807857	GSM807858	GSM807859	GSM807860	GSM807861	GSM807862	GSM807863	GSM807864	GSM807865	GSM807866	GSM807867	GSM807868	GSM807869	GSM807870	GSM807871	GSM807872	GSM807873	GSM807874	GSM807875	GSM807876	GSM807877	GSM807878	GSM807879	GSM807880	GSM807881	GSM807882	GSM807883	GSM807884	GSM807885	GSM807886	GSM807887	GSM807888	GSM807889	GSM807890	GSM807891	GSM807892	GSM807893	GSM807894	GSM807895	GSM807896	GSM807897	GSM807898	GSM807899	GSM807900	GSM807901	GSM807902	GSM807903	GSM807904	GSM807905	GSM807906	GSM807907	GSM807908	GSM807909	GSM807910	GSM807911	GSM807912	GSM807913	GSM807914	GSM807915	GSM807916	GSM807917	GSM807918	GSM807919	GSM807920	GSM807921	GSM807922	GSM807923	GSM807924	GSM807925	GSM807926	GSM807927	GSM807928	GSM807929	GSM807930	GSM807931	GSM807932	GSM807933	GSM807934
65243	3.6824077	3.623889464	3.692394691	3.490151901	3.573602492	3.566120053	3.524738165	3.486976928	3.412019648	3.559307017	3.513210168	3.668607394	3.608801219	3.61055139	3.660213881	3.569647825	3.421067323	3.700549112	3.608837505	3.61904443	3.626403811	3.663218831	3.656534138	3.620588449	3.612414452	3.560728919	3.832675944	3.354324918	3.60271651	3.572108868	3.81439818	3.507294569	3.602404882	3.588704748	3.731808897	3.580965968	3.53690541	3.715214307	3.487547911	3.676156899	3.678797198	3.641081014	3.711880603	3.753979646	3.679416679	3.704510111	3.619301574	4.028359965	4.194865988	4.304360888	4.255778599	4.148139733	4.351719219	4.24078876	4.317180968	4.028863414	4.215405779	4.163622962	4.024294733	4.103640896	4.057229096	4.256391982	4.207737181	4.507312268	4.103914937	4.209404885	4.375011245	4.159864761	4.079308135	4.169655357	4.351595932	4.349805373	4.128282905	3.983304603	4.016425156	4.146896707	4.073257548	4.028330261	3.968523022	4.147653757	4.288341085	4.089993794	4.159839084	3.995364993	4.144500377	4.163665951	4.074625988	4.104817635	4.105985378	4.233875806	4.135784347	4.186602013	4.269515407
65244	4.618599716	4.646042005	4.700049472	4.715488469	4.814833199	4.893600575	5.382204602	4.706701271	4.929871253	4.77305378	4.754071664	5.264733017	4.744195783	5.013549948	4.951263223	4.573819874	4.842424207	5.066889119	4.824551237	5.078076668	5.086691682	4.77956042	4.843474865	4.614086161	4.669016162	4.762737153	4.46650513	4.63098458	4.742501693	4.663320191	4.575146138	4.940289522	4.837947229	4.704511595	4.469369967	4.622676521	4.822450695	4.758033966	4.515809148	4.895141855	4.787639786	4.658721859	4.474658567	4.856332778	4.60552782	4.540739898	4.51128062	5.696930305	5.690083728	6.216511774	5.566409623	6.341474416	5.886195481	6.49919225	5.696787689	5.73024592	6.070694178	5.801595451	6.17071901	5.59978636	6.076340649	5.923081399	5.443026362	5.998634623	6.09070097	5.849391916	6.095175514	6.41603406	5.919733152	6.144478457	6.205658045	6.10739067	5.964443945	5.803797964	5.60741185	6.341180139	5.794370417	5.835758803	5.521165749	5.834611037	5.74033045	5.843814401	5.605906398	5.737291313	5.84070423	5.415697787	5.537065655	5.73472675	5.688415398	5.616745176	5.302995473	5.359009027	5.546772046
6525	5.470474473	5.460281409	5.670918173	5.501584941	5.611103735	5.810258373	5.363692014	5.691802518	5.375437751	5.504459866	5.640105157	5.484238792	5.549100377	5.444837342	5.461123408	5.68410259	5.492621198	5.529662524	5.519829372	5.300004401	5.306021595	5.562191759	5.691132921	5.543297919	5.428386072	5.441843222	5.72838445	5.542491658	5.444648602	5.558145718	5.4253069	5.490470974	5.691383901	5.534321891	5.693179057	5.599042121	5.662193312	5.721463398	5.58610062	5.998863876	5.564639904	5.558991732	5.638366946	5.652478941	5.441365214	5.70095784	5.701713836	5.677027101	5.348821604	5.992427105	5.857754627	5.477337225	5.773380986	5.157526735	5.735420901	5.86975241	5.477817405	5.755116571	6.210820204	5.790250002	6.050182818	6.447701524	5.477440441	5.386224344	6.203628677	5.57790929	5.827822295	5.673621457	5.792088609	5.925133568	5.734511275	5.774366427	5.787890447	5.775772026	5.993212164	5.774294796	5.903856851	5.921735101	6.645986307	5.751950477	5.419145644	5.749359444	6.010212886	5.746952868	5.724685415	5.857832692	5.878904029	5.79250826	5.837871444	5.705545514	5.922467585	5.73364035	5.91029674
65250	3.788058999	3.646506757	3.616698806	3.420774683	3.593693313	3.87022145	3.514621799	3.796582315	3.550527178	3.789826408	3.534630654	3.708626049	3.901678037	3.653524404	3.650018324	3.723031055	3.630014445	3.711888394	3.604232703	3.589526063	3.516659325	3.59005087	3.690341274	3.735713786	3.670723901	3.696649647	3.671961393	3.650870145	3.650388322	3.847322132	3.620254826	3.606261696	3.775803313	3.924780993	4.054892759	3.620598144	3.777324333	3.685004452	3.78463446	3.625122392	3.556554695	3.72345138	3.708345443	3.811346492	3.734160507	3.84629983	3.629931778	4.727493899	4.427428173	4.536449784	4.613700148	4.737227343	5.027542957	4.536065314	4.710448152	4.561079854	4.653121797	4.593563213	4.710448152	4.524732849	4.582052487	4.368208683	4.954654313	4.675996734	4.630698332	4.660440021	4.923569774	4.879251066	4.665122987	4.591132734	4.768937918	4.637462327	4.561868554	4.487375661	4.634082888	4.589857028	4.855493923	4.558281425	4.620600714	4.663968248	5.066769528	4.753363978	4.602868747	4.69814338	4.8655021	4.704234703	4.689382687	4.642232253	4.718985564	5.086788973	5.034539763	4.600553935	4.732043379
65258	8.300040398	8.44234378	8.291123854	8.338519115	8.337151262	8.317721876	8.606749331	8.039447321	8.47240071	8.307876995	8.631962783	8.410387393	8.019199042	8.263374647	8.399714193	8.133274861	8.219240034	8.278635653	8.379247829	8.333712247	8.518577005	8.359340254	8.305938531	8.435098972	8.423549372	8.59688733	8.250968052	8.101689351	7.837491262	8.372942909	8.084594406	8.834824735	8.431925156	8.232742315	7.64825741	8.15993989	7.927472572	8.118125178	8.231617296	8.148557991	8.343255284	7.926237969	8.116011617	8.131557171	7.731902274	7.260920134	7.995929794	9.888027791	9.516353588	9.393137045	10.04683807	8.930660081	9.780679792	9.528683163	9.497779173	9.757819516	9.876399826	9.63759654	10.1830861	9.860709661	9.865926902	9.650745367	10.33520592	8.811185779	9.503657818	9.201117659	9.789414252	9.774493801	9.101767869	9.62926347	9.597331466	10.0934515	9.576359754	9.747722354	9.709651716	9.277938189	10.01208565	10.06724653	9.788476511	10.07389117	10.22533845	10.04817213	10.53798598	10.25613815	10.20768867	10.37192978	9.989879357	9.917689874	9.837124535	10.39611554	10.17900591	10.26893102	9.970399026
65259	5.283517322	5.400042527	5.52103201	5.399866606	5.448026797	5.335735949	5.162091811	5.484836857	5.082410117	5.295600972	5.419917914	5.423113104	5.332456369	5.262172718	5.350776537	5.699251628	5.395537328	5.344375523	5.199282854	5.390555592	5.174302007	4.96775609	5.303819852	5.352451872	5.409477416	5.392206389	5.30544391	5.346356198	5.245481482	5.381771446	5.282160296	5.289414442	5.459492218	5.380401458	5.521584703	5.325814836	5.380479255	5.590287835	5.472892167	5.345974171	5.356095514	5.492053697	5.396089162	5.598394345	5.653341424	5.829168442	5.492319871	6.311480676	6.016963954	6.202129904	6.383780893	5.789627194	6.16015857	6.095465676	6.171125554	6.270541336	6.116702334	6.123271724	6.149769167	6.236919606	5.990660903	6.10529963	6.360473566	6.254344874	5.82247182	5.992809726	6.01320036	6.254542183	6.113718872	6.096290281	6.017463065	6.402582611	6.212896618	6.349606889	6.230972175	5.909676873	6.166131066	6.003327506	6.132934736	6.025504827	6.16246397	6.068386418	6.128663493	6.081186483	6.203627785	6.124670903	6.123756868	6.040431411	6.261571291	6.124349402	5.975276833	6.315325686	6.114071641
65260	7.939272203	7.90858049	7.982687538	7.840706896	7.501519724	7.638908105	7.19546345	7.642067379	7.673575195	7.484457792	7.54390743	7.675231176	7.534748921	7.534118232	7.58012413	7.653650005	7.53270603	7.329301113	7.42105749	7.268140725	7.362595652	7.314157458	7.760478356	7.682851061	7.408620689	7.342328643	7.511705853	7.026322565	7.239149934	7.218181859	7.653258162	7.292568618	7.513726989	7.679445179	7.373875546	7.36179491	7.546629652	7.481453097	7.329058891	7.548714541	7.436489576	7.582041609	7.304451959	7.604544705	7.405222609	7.480337184	7.358764495	7.116095211	8.080323117	7.538447513	7.723931664	6.668196111	7.485679755	7.785715593	8.002619451	8.138608851	7.667822824	7.662843594	7.613033383	8.011863211	7.661719499	7.808957881	7.091236471	7.244610187	7.400073006	7.68441956	7.86135715	7.747730615	7.448956175	8.284920449	7.067852972	7.966320297	6.938633276	7.830591363	7.731499822	7.325314012	7.262419266	7.098572962	7.363392051	7.311241599	7.947765704	7.802431588	7.137310825	7.841331049	7.626016558	7.731764272	7.691264828	7.699721625	7.792055864	7.230024647	7.27652201	7.478421364	7.552200574
65263	4.921588426	4.775788338	4.929387759	4.92609446	5.137422404	4.876391191	5.014513936	5.117554928	4.774141221	4.803020359	5.036734212	4.998625005	4.969143228	4.863515914	5.179106596	5.19013002	4.71278935	4.721687085	4.982624355	4.94531064	5.058233761	5.079773973	5.454526501	4.961710604	5.140550185	4.730475629	5.020824783	5.226297838	4.934078143	5.098126102	4.847212676	4.85955444	4.864455743	5.3231366	5.066212182	4.912728837	4.922289093	5.055311948	5.02610125	5.272999471	5.11742176	5.171482597	5.086936423	5.143086599	5.64799286	5.390422515	5.502066339	5.563997044	5.29880818	5.697280225	5.695945317	5.243698501	5.889545904	5.374498773	5.432607725	5.591816505	5.693707669	5.522230285	5.802505679	5.730790261	5.527753068	5.999093734	6.603182883	5.461105788	5.358412523	5.233967794	5.495058051	5.651198823	5.698704779	5.84145434	5.555424084	5.924316132	5.725041718	5.739677667	5.867394313	5.722190489	5.392664563	5.6982747	5.793531018	5.719863864	6.156315241	6.205895397	6.217536613	5.873112153	5.681634808	5.919372104	5.68146882	6.038913249	6.062012636	5.861646557	5.879399302	5.894322853	6.361308009
65264	7.937724989	7.930683175	7.888797907	7.985390139	7.934441558	8.00516506	8.413751053	7.864731603	8.296533864	7.957421071	8.254159915	8.081949645	7.949453483	8.100412985	8.144203088	8.034496973	8.249155839	8.282986165	7.973649597	8.258264765	8.320055825	8.326298207	8.050486083	7.928550096	8.18747428	8.353820246	8.561342938	8.234407111	8.245861833	8.044673504	8.039303777	8.309836841	8.104208696	8.056228493	8.305810351	7.959762882	8.118279737	8.134282953	8.141675125	8.169680468	8.464703	7.825782543	7.958842743	7.992188696	7.799637495	7.966761201	7.755573422	9.329544029	9.495893699	7.461030532	9.5854714	7.420666325	9.081379164	9.740197381	9.80147486	9.814571295	9.536893678	10.1620908	9.763127075	9.713795689	9.412464251	9.700631178	9.512880124	7.452346294	7.467972713	7.453185737	7.9896783	9.482452257	7.977677065	8.202205015	8.03089016	8.453734542	8.145240726	9.761770451	9.782303011	9.848034988	9.346528685	9.736165024	9.847238707	9.838339139	9.909283696	9.944848074	9.29715521	10.000101	9.778675498	9.712423749	9.731027807	9.923230377	9.478279742	9.432772296	9.635619818	9.824128822	9.431975507
65265	6.274229834	6.126529335	5.114305438	6.037704814	6.389407199	5.711175728	6.429225123	5.95701737	6.288346695	5.815730968	5.858169669	6.32635803	5.608769741	6.648014636	5.823607493	5.987290612	6.075036816	5.762859667	6.051330445	6.024978464	6.0917427	6.070169253	6.50116424	5.839484999	5.707815581	6.03396005	6.128497003	6.334670929	5.884196987	5.586481662	6.457266454	6.28490857	5.342560202	5.795361173	4.953130383	5.935880087	5.869988398	5.780652241	5.948918699	5.277672027	6.141357703	5.935196816	5.479623905	5.626476885	5.460068159	5.884759655	5.154596482	9.541866768	9.111713415	7.408423956	9.588220976	6.962831516	9.491421782	8.574758662	9.637347787	9.180953938	9.895560538	8.897375572	9.391556918	9.482048615	9.365670778	9.08482578	9.743614058	6.526449217	6.829507658	6.865332483	8.138802816	9.032742237	6.398337234	7.039021117	8.671579779	9.310673421	8.777067598	9.140618684	9.189981654	8.217037388	8.85135172	9.889136765	8.973603008	9.196097733	9.44382776	9.518881878	9.859729601	9.098899917	9.424484427	9.416276213	9.392568597	9.317623205	9.411155762	9.476686625	10.08975868	9.443431912	9.754138027
6527	3.972853976	3.962042949	4.038488064	4.107676508	4.052159298	3.892979591	3.954428067	4.129657245	4.237381406	4.108324623	3.90996273	3.90321928	3.973170041	4.011565311	4.240472996	4.31756099	3.976303345	4.100641195	3.971958094	4.059565819	4.108444812	3.891305033	4.134240621	4.003773557	4.460961258	4.105604839	4.257503369	4.095613717	4.078973668	4.425387463	3.823076161	3.848148396	4.03994416	4.173776593	3.990185819	3.91890413	4.080785447	4.096691654	4.044888583	4.160755339	4.018242024	4.054289963	3.96183201	4.046038113	3.939351308	4.212223506	4.156607265	4.730916607	4.82191737	4.750542511	4.624705041	4.633027496	4.542706093	4.531597113	4.443940635	4.74863401	4.834089362	5.106473484	4.706124401	4.53862476	4.955143818	4.724130616	4.687580434	4.821596957	4.351360906	4.921646052	4.779159376	4.668657907	4.90170006	4.662799535	4.661501611	4.876963353	4.74928097	4.698130648	4.818602251	4.709088815	4.810931118	4.432424173	4.69784295	4.786990893	4.700452474	4.947632221	4.476864393	4.662033728	4.820229321	4.931273829	4.908597748	4.977416837	4.680914962	4.883142155	4.819222022	4.707230393	4.740665145
6528	6.794066672	6.897168552	7.062436388	6.832199799	6.984995759	7.233772329	6.952423338	7.277948332	6.903821739	7.265384726	7.24586392	6.934507683	7.193726655	6.882702354	7.2321314	7.36886553	6.901463159	7.080398065	6.648285866	6.809117302	6.967730001	6.729516807	7.182401971	7.169416465	7.190205749	6.82440442	6.940150078	7.043233817	6.973787826	6.892303281	7.101966038	6.802944386	7.198703921	7.251487888	7.420242945	6.867405197	7.189435966	7.213099947	7.17122754	7.399376682	7.23466032	7.198991521	7.452516517	7.209824591	7.279736304	7.37766239	7.488954025	7.457910716	7.415588108	7.486724727	7.522163694	7.475936936	7.31173595	7.477569658	7.554409426	7.198412009	7.830814162	7.732537268	7.503031758	7.48069648	7.653002165	7.662353899	7.387420008	7.900352188	7.507948655	7.624318732	7.389424936	7.370743641	7.55754615	8.228540122	7.323682016	7.447958895	7.340125038	7.314134235	7.557982656	7.736572887	7.332316797	7.615819284	7.376389999	7.849632719	7.717323977	8.089539198	7.988051487	7.753541468	7.866000308	7.854122295	7.82108388	7.735250849	7.790800461	7.607777978	7.597264801	7.828747867	7.71116705
6529	4.085906015	4.145009472	4.071851314	4.247110226	4.086347814	4.150480509	4.01756173	4.181286938	4.028045152	3.924798911	3.930324893	4.092327276	4.079686673	4.076376469	4.064633445	4.368210723	4.148421358	4.066264638	3.945448097	3.843225708	3.765160924	4.020045849	4.017637005	4.205350289	4.053292338	4.135845538	3.976405794	3.86249624	4.057243752	4.185709469	4.157013438	3.915304096	4.263805338	4.320253579	4.368006163	4.089454516	4.140307636	4.010020759	4.127026038	4.142966713	4.119232855	4.154452535	4.455238717	4.135020143	4.449478675	4.246892754	4.136488282	4.167620539	4.25560698	4.286725455	4.279525785	4.086186787	4.229239038	4.118045753	4.256241069	4.088721659	4.334177952	4.539878924	4.175742121	4.076469304	4.267202647	4.240002822	4.290420341	4.526782548	4.280134194	4.666097377	4.36423168	4.371535329	4.236454355	4.583954492	4.158779374	4.446934368	4.317999217	4.153033702	4.187596306	4.277456682	4.217101248	4.083576421	4.366023184	4.48722823	4.283465199	4.410313236	4.286500504	4.445508678	4.539611877	4.457308087	4.530687742	4.407297359	4.358679962	4.368451307	4.205983172	4.364931288	4.332477059
653	4.689856318	4.75496275	4.754678079	5.253158147	5.281267719	4.988368596	4.994423915	5.055753728	5.056106359	5.044493277	4.928393627	4.935129701	4.993301607	4.935795546	5.243807546	4.914693018	4.821638334	5.205374713	5.080102537	5.29204259	5.001536695	4.947029976	5.193781725	5.136718232	5.150762915	5.139132128	4.937359325	4.857962547	5.169334832	5.029372288	4.74005091	4.548965025	4.737676355	5.148296428	5.481232494	4.964692964	4.872012958	5.290657182	5.024942716	5.211357957	5.148308634	5.115276348	5.207467082	5.126185191	5.064645909	4.99086842	4.912693543	5.146992761	5.069429728	5.895523442	5.440777792	5.291606035	5.191826639	5.497123587	5.011273753	5.374719361	5.632637948	5.375184609	5.474152708	5.387228961	5.291272402	5.926287974	5.186313249	5.861760284	5.795553508	5.605460519	5.262590694	5.198658361	5.65438414	5.863310072	5.39639894	5.594591116	5.442524773	5.335236421	5.440390491	6.375587997	5.348871225	5.225236907	5.193079816	5.396238085	5.380081612	5.515250923	5.249010121	5.502344006	5.510067597	5.424415711	5.441676895	5.675238574	5.611205359	5.747318031	5.293828569	5.766661805	5.818812969
6530	4.523187509	4.585865568	4.794455591	4.634311818	4.542547705	4.504010677	4.368214939	4.614007322	4.485543428	4.573341407	4.452293234	4.409347416	4.71451872	4.639827219	4.542037467	4.695632336	4.508618408	4.715430067	4.520708834	4.387932656	4.578345103	4.499655716	4.377941169	4.663292517	4.65356692	4.507661559	4.588190127	4.536423279	4.504003122	4.486540942	4.713266234	4.361030228	4.613085838	4.818063381	4.910180472	4.695545099	4.669953276	4.772010366	4.560025805	4.891780835	4.665102592	4.794513726	4.683112297	4.79492767	4.928549429	5.021331975	4.916265469	5.132852887	5.154455152	5.390324202	5.292172461	5.113214018	5.179064768	5.062953244	5.789307551	5.207163045	5.319649163	5.11741399	5.376871849	5.201137933	5.174767236	5.302529703	5.622858337	5.492573634	5.106587212	5.276578777	5.377815698	5.072968564	5.351828121	5.572115042	5.443951864	6.011291005	5.214856421	5.016562386	5.38440109	5.276949656	5.216562136	5.022531795	5.207463057	5.861145454	5.75500877	5.481707294	6.086767329	5.420383028	5.533783866	5.529054757	5.677679054	5.458035594	5.637122405	6.016665191	5.512352891	5.922102975	5.468143332
6531	5.258901259	5.31067848	5.690816631	5.449697869	5.468974264	5.640229925	5.441987259	5.603963819	5.332900645	5.558187914	5.715102571	5.374918658	5.496478143	5.487751861	5.619503434	5.30384573	5.417991887	5.638274943	5.393055392	5.42735194	5.465114242	5.399776001	5.335456281	5.320328379	5.460152638	5.478843664	5.331097888	5.439877694	5.431457978	5.281015776	5.531683043	5.388897024	5.540104655	5.566606842	5.754262709	5.451583572	5.634074491	5.710050541	5.494544103	5.537229711	5.507399954	5.436192564	5.498490316	5.510910917	5.793410061	6.044184954	5.68785538	6.399143285	6.278948975	6.59479596	6.564766148	6.412826901	6.473772534	6.540462863	6.545423284	6.590187591	6.439391107	6.912349829	6.595095908	6.601413417	6.702361059	6.649087956	7.11021731	6.588343968	6.373698279	6.567443875	6.546317767	6.621910759	6.64746811	6.922438667	6.450520454	6.531092664	6.57809564	6.685994921	6.69065911	6.309788211	6.243577626	6.663667544	6.478769427	6.441739658	7.003208622	6.548296597	6.982229307	6.719743354	6.591717062	6.747406177	6.425446785	6.494566074	6.641223682	6.477137664	6.806855813	6.617087598	6.849760169
6532	5.80032431	5.597516318	5.635556387	5.823894979	5.413586373	5.707825654	5.412968116	5.710166603	5.473450672	5.761921795	5.714852502	5.83787484	5.762985574	5.421495431	5.568977623	5.921313896	5.593928026	5.690028634	5.474629522	5.479364792	5.430082818	5.455964079	5.707976893	5.733570051	5.899103682	5.475685337	5.633053425	5.68326858	5.636701864	5.70744562	5.741041684	5.295419646	5.794697162	5.951913308	6.140329783	5.497051177	5.601512834	5.777522311	5.710469749	6.020640696	5.810864534	6.047236279	6.000550418	6.096270145	5.877993095	6.286441383	5.807969318	5.724889234	5.809231274	6.676579503	6.216839456	5.866488313	5.519347934	5.502838653	5.648235109	5.702563077	6.185376615	5.980810516	6.275872338	5.544329801	5.909476335	6.203342074	5.964424601	6.253482192	5.663818566	6.261716916	5.672065382	6.072532643	6.231238123	5.764741035	6.231452451	6.499800259	5.771282012	5.525957187	6.041147523	5.790751346	5.940209455	6.031464095	5.747380635	6.072532643	5.8623266	5.985830978	6.411749316	6.281485784	5.901246002	6.470361089	6.179145149	5.991981812	6.503136258	6.049267217	6.346764833	6.477960707	6.350983355
6533	4.551740894	4.477442131	4.281911377	4.347127283	4.343576634	4.57266092	4.335635664	4.468921211	4.388830631	4.310344132	4.406464652	4.249048247	4.292008308	4.246466805	4.479559195	4.458969553	4.40350546	4.370154688	4.3298259	4.307825088	4.369360886	4.368760613	4.18717463	4.302967836	4.409527535	4.323440281	4.495825114	4.509988728	4.323305501	4.419323484	4.45933678	4.534188844	4.482414844	4.607616472	4.579322376	4.589174524	4.65298025	4.407960611	4.555600359	4.270747286	4.461886915	4.541450852	4.464574677	4.437957292	4.447219774	4.468974139	4.445024495	4.739099404	4.933801047	4.70561895	4.571514347	5.097062867	4.84309603	4.840448482	4.754206065	4.904815651	4.914376188	4.815442146	4.535874655	4.692225542	4.82014446	4.691976941	4.602940173	4.956471759	4.768493874	5.016713367	4.846949087	4.679628821	4.850028124	4.723043323	4.865882925	4.650907671	5.141799404	4.820026436	4.654895151	4.802042412	4.782309154	4.81944507	4.750603406	4.87958041	4.663732132	5.000198338	4.712642316	4.760928249	4.699728522	4.77460476	4.668127034	4.689010314	4.70860948	4.780854509	4.838702826	4.790771873	4.700309932
6534	5.583576844	5.622890425	5.941515756	5.848498495	5.626874384	5.773552292	5.588064093	6.11022248	5.772404164	5.730690822	5.802293075	5.875756002	5.912405201	5.7213018	6.162311355	6.257095608	5.441152263	5.730152764	5.588819458	5.741193869	5.762574997	5.611169509	5.748322494	5.747142434	5.945306543	5.794903538	6.040397357	5.74702299	5.777988863	5.891178143	5.684999346	5.521031375	5.891908768	5.769352579	6.112174597	5.822910547	5.720320159	5.788085077	5.728669574	6.010473281	5.864093718	5.834864681	6.01082027	5.725638962	6.397031905	6.577053678	6.224518846	6.48440219	6.352750601	6.500143834	6.395019969	6.295981073	6.498470921	6.231920037	6.426110112	6.367256732	6.49491928	6.608655909	6.454232254	6.621392821	6.436448064	6.685339863	6.750453128	6.774989867	6.560629422	6.436305506	6.458804864	6.377583156	6.633285324	6.833451701	6.501863292	6.501863292	6.542702403	6.459108222	6.506683523	6.334755484	6.257501532	6.492483675	6.431537346	6.33890854	6.512025082	6.568928999	6.913223318	6.567235543	6.649932545	6.787579878	6.392077463	6.486216876	6.485377131	6.331938674	6.572221551	6.642275473	6.364412188
6535	6.465890603	7.039768253	7.55589265	7.546187688	7.928973876	7.167542323	7.012288999	7.319519849	7.592850306	7.644903969	8.05378886	6.941380503	7.108109444	8.208240953	7.540611452	6.96492298	7.333160473	7.921725717	7.116119619	7.054735039	6.918909968	7.233736537	7.720696021	7.224892984	6.822912677	7.583387665	7.769883644	7.024714774	7.319888837	7.187628777	6.811442188	7.309621883	7.180605045	7.191409417	8.043735801	7.249526167	7.23471351	6.962369664	7.184332215	7.874539269	6.983460838	7.024707527	7.410930135	7.372665619	7.127263157	7.103014399	7.192925433	6.012995833	6.165659285	6.499289629	6.045918416	6.348690668	6.427396383	6.381506599	6.088925596	6.590470909	6.744607207	6.353321002	7.24905284	6.533138178	7.134129501	7.898462821	7.482446807	7.248566165	7.517255297	6.851874143	6.756798965	6.358917542	6.47573444	8.506133308	6.283861277	6.338905736	6.463079524	6.265414432	7.176172071	6.37560801	6.269325693	6.48749596	6.255858058	7.429998624	7.104496937	6.666785568	6.207542241	7.297854512	6.877151116	6.765815658	7.300805551	7.04868424	6.792428481	6.792385392	6.416240054	6.827072893	6.836590098
6536	4.347479057	4.54351449	4.454377064	5.041143823	4.593580556	4.779441055	4.511512032	4.653273085	4.642069468	4.525109066	4.586390167	4.560990071	4.647999086	5.072542412	4.573168155	5.015524943	4.277405497	4.597240261	4.470970379	4.742621611	4.651746198	4.365004125	4.625140967	4.762931349	4.768663822	4.72037279	4.847395899	4.831876146	4.747974963	4.723754163	4.68785898	4.250059699	4.386191643	4.741112024	4.982929273	4.527358248	4.73364092	4.810285559	4.636014686	4.621246767	4.517247064	4.821328792	4.619788937	4.89236501	5.119887329	5.343078857	4.8321841	4.922849863	5.288952617	5.200330498	5.371891054	5.172525883	5.290385275	5.063449928	5.133715741	5.379163603	5.42664717	5.240350841	5.097663214	5.151215755	5.324751271	5.054127674	5.076530005	5.230578652	5.089354009	5.185135777	4.956664868	5.03863977	5.388301049	5.291418829	4.958317031	5.13794672	5.372073125	5.285171294	5.278540547	5.350884544	5.076397598	5.262798958	5.136694636	5.237339637	5.238927211	5.240781169	5.429776994	5.251972348	5.165967476	5.222539899	5.243371526	5.386588909	5.151750292	5.31422925	5.377921166	5.396550481	5.21027798
653639	5.874372577	6.040095723	5.904018069	6.127297718	5.723103776	6.044418488	5.75012585	5.994268767	5.797981896	6.248853271	6.05822799	5.946669019	5.938902919	5.806744646	5.989483424	6.020713192	6.04213227	6.091556481	5.932271126	5.606156065	5.829477179	6.096657302	6.202491347	6.250219393	6.060526484	5.621040154	6.382496275	5.784451419	5.837830961	6.029327545	6.442015488	6.064864706	6.071249641	6.28710202	6.122365345	6.100423338	5.899001066	5.747354432	5.96427566	5.887129808	6.263627689	6.086470931	6.07130855	6.297118033	6.372306804	5.948244086	6.078477108	7.059880105	7.108348107	7.276056788	7.202257269	7.371478306	6.839091619	7.163440335	7.1220373	7.106226281	7.485193976	7.212149584	7.207418906	7.354876574	6.992542147	7.343432523	7.332559385	7.681487986	7.329951239	7.28220569	7.350146253	7.073174624	7.3691591	7.713182306	7.273350836	7.232831509	7.624587113	6.953696892	7.199416741	7.254663065	7.302745571	7.452998308	7.276315009	7.575389119	7.559349785	7.4165383	7.478648907	7.312551675	7.100049654	7.276056788	7.392481831	7.428255191	7.207707614	7.19572561	7.499062052	7.246714628	7.211827412
6538	4.913301136	4.865918254	5.417586818	4.851884796	5.142537802	4.957340036	4.905512361	4.909561284	4.844805465	4.896836995	4.951517061	4.999521165	4.984036066	4.99247503	4.878571893	5.20213846	4.972666706	4.992036769	4.795350741	5.145210886	5.107185488	4.769763259	5.092526451	4.820556085	4.937562968	4.925233837	5.206337504	5.056633627	4.667359239	4.928260538	4.914137923	4.770476802	5.08157787	5.058409354	5.09386221	4.947464425	4.8805631	5.282641133	4.818059511	5.030346298	4.905433301	4.976407862	5.043984262	5.055721669	5.242082945	5.457013561	5.412893767	5.611596928	5.419822806	5.440391369	5.845375763	5.364708371	5.482417904	5.453206209	5.305419802	5.689944234	5.691407265	5.565825779	5.583913088	5.797417294	5.738968566	5.531587052	5.564648586	5.497144327	5.324536305	5.142745535	5.515185098	5.44653081	5.654521484	5.596334367	5.272016625	5.634917635	5.345483503	5.545991918	5.555213252	5.585204325	5.341804773	5.430790269	5.31835846	5.564891625	5.553693206	5.817161947	5.885041556	5.634917412	5.502388235	5.540304605	5.614567291	5.474482043	5.563623661	5.476388901	5.362104472	5.880602726	5.606320101
